Age,Income,LoanAmount,LoanTerm,CreditScore,EmploymentYears,ExistingLoans,Dependents,Education,SelfEmployed,PropertyArea,MaritalStatus,DebtToIncomeRatio,Loan_Approved
26,48183.0,23784.0,36,797.0,6.3,0,0.0,Not Graduate,No,Urban,Married,0.165,1
30,15526.0,187691.0,84,687.0,3.7,2,1.0,Not Graduate,No,Urban,Married,1.727,0
25,23084.0,124086.0,12,626.0,0.2,1,0.0,Not Graduate,No,Urban,Married,3.0,0
43,48031.0,256400.0,12,670.0,13.5,2,1.0,Not Graduate,No,Rural,Married,3.0,0
30,43814.0,204361.0,84,734.0,6.1,0,0.0,Not Graduate,No,Urban,Married,0.666,1
22,52466.0,237737.0,360,518.0,6.8,1,2.0,Not Graduate,No,Rural,Married,0.151,0
33,73245.0,89664.0,12,641.0,7.9,2,2.0,Graduate,,Semiurban,Married,1.224,0
22,42200.0,233857.0,12,543.0,6.9,2,1.0,Not Graduate,No,Urban,Married,3.0,0
40,73694.0,265577.0,60,889.0,2.9,1,2.0,Not Graduate,Yes,Rural,Married,0.721,1
21,42344.0,146903.0,60,662.0,6.6,1,4.0,Graduate,Yes,Rural,Single,0.694,1
57,77841.0,90852.0,24,544.0,4.9,2,2.0,Graduate,No,Rural,Married,0.584,0
29,56900.0,92257.0,360,900.0,9.6,0,1.0,Graduate,No,Rural,Married,0.054,1
37,45412.0,249121.0,360,602.0,8.1,0,1.0,Not Graduate,Yes,Urban,Married,0.183,1
29,56524.0,364748.0,24,631.0,0.2,1,3.0,Not Graduate,No,Urban,Single,3.0,0
31,48542.0,71468.0,360,638.0,2.4,0,0.0,Graduate,No,Urban,Married,0.049,0
35,57489.0,65318.0,120,574.0,0.2,1,0.0,Graduate,No,Semiurban,Single,0.114,0
44,71678.0,223713.0,240,672.0,0.5,2,1.0,Graduate,No,Rural,Married,0.156,0
58,53081.0,89687.0,60,451.0,4.6,1,2.0,Graduate,No,Semiurban,Married,0.338,0
55,46869.0,231468.0,24,748.0,10.4,0,2.0,Graduate,No,Rural,Married,2.469,0
50,30283.0,187228.0,24,548.0,0.6,1,0.0,Graduate,No,Urban,Married,3.0,0
51,67742.0,148082.0,360,613.0,3.0,1,0.0,Not Graduate,Yes,Semiurban,Married,0.073,0
25,62662.0,185302.0,12,718.0,12.1,0,,Graduate,No,Rural,Married,2.957,0
34,28997.0,180416.0,180,632.0,8.4,3,0.0,Graduate,No,Semiurban,Married,0.415,0
31,73381.0,135631.0,36,635.0,3.7,2,0.0,Not Graduate,Yes,Semiurban,Married,0.616,0
29,28640.0,20000.0,36,559.0,7.4,0,1.0,Graduate,No,Semiurban,Married,0.233,1
54,77643.0,164292.0,24,839.0,3.7,1,3.0,Graduate,No,Semiurban,Married,1.058,1
32,70133.0,275845.0,120,698.0,0.9,0,2.0,Graduate,No,Rural,Married,0.393,1
55,64233.0,21299.0,24,553.0,0.7,1,4.0,Graduate,No,Semiurban,Single,0.166,0
55,46706.0,72737.0,60,666.0,1.0,0,0.0,Not Graduate,No,Urban,Married,0.311,1
21,67667.0,184146.0,360,546.0,2.2,0,1.0,Not Graduate,No,Semiurban,Married,0.091,0
42,78680.0,153087.0,360,805.0,13.3,0,0.0,Graduate,No,Urban,Married,0.065,1
49,68032.0,182895.0,120,668.0,8.0,0,3.0,Graduate,No,Semiurban,Married,0.269,0
28,40254.0,94055.0,60,562.0,2.8,1,1.0,Graduate,No,Urban,Married,0.467,0
31,60883.0,242997.0,180,713.0,3.4,0,0.0,Not Graduate,No,Rural,Married,0.266,1
57,79905.0,153752.0,12,625.0,1.5,3,2.0,Not Graduate,No,Rural,Married,1.924,0
34,103380.0,205759.0,60,534.0,6.1,1,1.0,Graduate,No,Urban,Single,0.398,0
50,50485.0,175622.0,84,684.0,8.1,1,1.0,Graduate,No,Urban,Married,0.497,1
55,73873.0,164040.0,240,682.0,1.4,2,3.0,Not Graduate,No,Semiurban,Married,0.111,1
41,79959.0,200147.0,24,752.0,0.2,1,0.0,Not Graduate,Yes,Rural,Single,1.252,0
57,37127.0,164919.0,84,656.0,4.9,0,0.0,Graduate,No,Urban,Married,0.635,1
25,94206.0,54784.0,120,660.0,4.1,1,0.0,Not Graduate,No,Urban,Single,0.058,1
39,31566.0,236989.0,84,664.0,2.6,1,0.0,Graduate,Yes,Semiurban,Married,1.073,0
34,72798.0,215450.0,360,794.0,5.2,1,0.0,Graduate,Yes,Semiurban,Married,0.099,1
46,61717.0,20000.0,12,622.0,4.0,1,2.0,Graduate,No,Urban,Single,0.324,1
24,56223.0,97664.0,36,692.0,1.4,1,0.0,Graduate,No,Semiurban,Single,0.579,0
45,111030.0,233389.0,24,706.0,2.5,2,3.0,Graduate,,Rural,Married,1.051,0
45,48372.0,20000.0,36,681.0,2.8,0,0.0,Graduate,No,Urban,Married,0.138,1
38,48018.0,225485.0,360,619.0,10.6,0,0.0,Graduate,No,Semiurban,Married,0.157,1
28,84293.0,138702.0,360,661.0,16.2,1,0.0,Graduate,Yes,Urban,Married,0.055,1
59,71760.0,257223.0,24,642.0,11.2,1,2.0,Graduate,No,Urban,Single,1.792,0
34,83206.0,149908.0,36,826.0,6.4,0,1.0,Graduate,No,Urban,Married,0.601,0
52,57571.0,92235.0,60,609.0,4.4,0,3.0,Not Graduate,No,Semiurban,Married,0.32,0
58,61973.0,174647.0,360,568.0,5.8,4,2.0,Graduate,Yes,Rural,Married,0.094,1
53,96821.0,147569.0,36,649.0,14.0,0,3.0,Graduate,No,Semiurban,Single,0.508,1
43,36609.0,85132.0,180,643.0,1.4,4,2.0,Not Graduate,No,Urban,Married,0.155,0
35,52737.0,327467.0,36,668.0,3.8,0,0.0,Graduate,No,Urban,Single,2.07,0
53,72562.0,72312.0,180,609.0,5.8,1,3.0,Graduate,No,Semiurban,Married,0.066,1
45,50691.0,20000.0,180,660.0,5.7,1,4.0,Graduate,Yes,Urban,Married,0.026,0
37,42457.0,276536.0,360,662.0,1.5,0,4.0,Not Graduate,No,Urban,Married,0.217,0
53,68607.0,103315.0,24,732.0,4.4,1,0.0,Not Graduate,Yes,Semiurban,Married,0.753,1
22,84388.0,126258.0,120,658.0,7.9,2,2.0,Graduate,No,Rural,Married,0.15,1
34,51902.0,121368.0,360,659.0,3.2,1,0.0,Graduate,No,Urban,Single,0.078,0
59,51291.0,104428.0,24,696.0,7.9,1,0.0,Graduate,No,Semiurban,Married,1.018,1
26,40751.0,88705.0,24,728.0,2.2,1,,Not Graduate,Yes,Urban,Married,1.088,0
26,48489.0,70255.0,84,561.0,14.0,0,,Graduate,No,Semiurban,Married,0.207,1
23,78839.0,155181.0,240,537.0,3.8,0,1.0,Not Graduate,No,Semiurban,Married,0.098,0
27,56783.0,117841.0,360,803.0,4.5,1,3.0,Graduate,No,Rural,Married,0.069,1
28,37290.0,208429.0,24,713.0,0.2,4,0.0,Graduate,Yes,Semiurban,Single,2.795,0
35,60772.0,188616.0,84,630.0,0.9,3,0.0,Not Graduate,No,Urban,Married,0.443,1
49,78126.0,75799.0,180,652.0,5.0,0,1.0,Not Graduate,No,Urban,Married,0.065,1
53,42639.0,158682.0,120,615.0,2.7,1,1.0,Graduate,No,Urban,Married,0.372,1
50,25771.0,116573.0,120,669.0,3.5,1,3.0,Graduate,No,Semiurban,Married,0.452,0
59,103198.0,70667.0,180,563.0,0.3,0,0.0,Graduate,No,Rural,Single,0.046,1
47,24672.0,205155.0,36,726.0,9.0,1,1.0,Graduate,Yes,Semiurban,Married,2.772,0
56,47102.0,140294.0,36,666.0,7.7,2,1.0,Graduate,No,Semiurban,Married,0.993,0
49,60107.0,117396.0,360,669.0,1.0,0,0.0,Graduate,No,Urban,Single,0.065,1
58,49007.0,81555.0,240,570.0,5.0,0,3.0,Graduate,No,Semiurban,Married,0.083,1
53,53352.0,67765.0,84,697.0,8.5,2,1.0,Graduate,No,Urban,Single,0.181,1
57,67690.0,309101.0,120,572.0,5.1,3,1.0,Graduate,No,Urban,Married,0.457,0
47,15000.0,176729.0,12,588.0,1.9,0,3.0,Graduate,No,Semiurban,Married,3.0,0
53,27128.0,62710.0,12,658.0,5.3,0,0.0,Graduate,No,Rural,Single,2.312,0
24,55974.0,173029.0,60,876.0,1.2,2,3.0,Not Graduate,No,Semiurban,Married,0.618,0
42,46107.0,234961.0,24,665.0,1.9,0,0.0,Graduate,No,Semiurban,Single,2.548,0
22,57847.0,163401.0,180,419.0,1.4,3,0.0,Graduate,No,Rural,Married,0.188,0
30,60008.0,259922.0,24,592.0,4.1,1,4.0,Graduate,No,Urban,Married,2.166,0
25,15000.0,26575.0,24,712.0,0.6,0,3.0,Graduate,No,Rural,Married,0.886,0
30,83020.0,20000.0,84,548.0,13.5,1,1.0,Graduate,Yes,Urban,Married,0.034,0
53,44038.0,170841.0,60,725.0,2.0,0,2.0,Graduate,No,Urban,Married,0.776,0
58,35959.0,172120.0,240,664.0,1.2,1,4.0,Graduate,No,Urban,Single,0.239,1
33,59584.0,20000.0,60,739.0,3.4,1,0.0,Not Graduate,No,Urban,Single,0.067,1
51,57358.0,100114.0,120,600.0,1.6,1,0.0,Not Graduate,No,Semiurban,Married,0.175,0
56,81327.0,69307.0,84,593.0,3.8,1,1.0,Graduate,Yes,Rural,Single,0.122,0
44,60981.0,38644.0,24,701.0,,1,0.0,Graduate,Yes,Urban,Single,0.317,1
35,80478.0,69117.0,240,649.0,0.7,0,0.0,Graduate,No,Urban,Married,0.043,1
49,34360.0,197663.0,24,644.0,,0,3.0,Graduate,Yes,Urban,Married,2.876,0
28,58121.0,68608.0,360,791.0,2.9,2,0.0,Graduate,No,Semiurban,Married,0.039,0
25,30476.0,71350.0,360,704.0,0.2,0,3.0,Graduate,No,Urban,Single,0.078,1
49,57149.0,20496.0,36,471.0,7.4,0,1.0,Graduate,No,Semiurban,Single,0.12,0
24,52486.0,251513.0,60,722.0,4.9,0,1.0,Not Graduate,No,Rural,Single,0.958,0
32,51539.0,184771.0,240,713.0,4.6,2,2.0,Graduate,No,Semiurban,Single,0.179,1
22,51732.0,20000.0,360,757.0,3.9,3,1.0,Graduate,No,Rural,Married,0.013,1
47,71201.0,71421.0,36,565.0,4.5,1,0.0,Not Graduate,No,Urban,Married,0.334,0
51,19638.0,192281.0,84,679.0,13.6,0,0.0,Graduate,Yes,Rural,Married,1.399,0
56,35205.0,252511.0,240,660.0,0.0,0,2.0,Graduate,No,Urban,Married,0.359,0
56,54107.0,217267.0,36,564.0,0.2,0,0.0,Graduate,No,Urban,Married,1.339,0
46,29069.0,121545.0,180,735.0,1.1,0,0.0,Graduate,No,Rural,Single,0.279,0
47,56015.0,20000.0,240,628.0,0.9,1,4.0,Graduate,Yes,Semiurban,Married,0.018,1
25,53881.0,219620.0,36,754.0,1.0,1,4.0,Graduate,No,Rural,Married,1.359,0
40,24117.0,126248.0,24,583.0,5.6,1,1.0,Graduate,Yes,Urban,Single,2.617,0
31,23030.0,155509.0,180,519.0,3.1,2,0.0,Graduate,No,Rural,Married,0.45,0
30,15000.0,135806.0,360,628.0,24.0,2,2.0,Not Graduate,Yes,Urban,Married,0.302,1
58,28145.0,41558.0,12,671.0,1.3,0,3.0,Graduate,No,Urban,Married,1.477,1
26,55315.0,179140.0,36,602.0,1.9,1,0.0,Graduate,Yes,Urban,Married,1.08,0
28,58436.0,168117.0,84,374.0,20.8,2,,Not Graduate,No,Rural,Single,0.411,0
43,59442.0,115937.0,36,685.0,8.9,0,3.0,Graduate,No,Semiurban,Married,0.65,1
46,37886.0,187688.0,12,684.0,3.2,1,3.0,Graduate,No,Semiurban,Single,3.0,0
32,54597.0,40080.0,180,712.0,4.0,3,2.0,Graduate,No,Urban,Married,0.049,0
46,63739.0,128480.0,180,616.0,9.3,3,0.0,Graduate,No,Urban,Married,0.134,0
33,27103.0,152090.0,240,611.0,3.3,2,1.0,Graduate,No,Urban,Married,0.281,0
38,57713.0,20000.0,84,780.0,1.2,1,2.0,Graduate,No,Semiurban,Married,0.05,1
45,69443.0,145432.0,84,508.0,8.8,0,0.0,Not Graduate,No,Semiurban,Married,0.299,1
53,44203.0,208692.0,84,628.0,3.9,1,0.0,Graduate,No,Semiurban,Married,0.674,0
32,78369.0,125742.0,12,663.0,0.8,2,0.0,Graduate,Yes,Rural,Married,1.604,0
56,44716.0,147271.0,84,705.0,3.5,1,1.0,Graduate,No,Urban,Married,0.47,0
24,36079.0,194988.0,120,665.0,2.7,3,1.0,Graduate,No,Urban,Married,0.54,1
25,67251.0,118976.0,12,567.0,10.5,0,3.0,Graduate,Yes,Semiurban,Married,1.769,0
57,99732.0,126176.0,180,755.0,0.7,2,2.0,Graduate,No,Semiurban,Married,0.084,1
28,56878.0,55864.0,12,650.0,10.4,3,3.0,Graduate,No,Semiurban,Married,0.982,0
48,68968.0,148805.0,24,500.0,3.6,4,3.0,Graduate,No,Rural,Single,1.079,0
51,43808.0,123212.0,24,669.0,2.6,2,,Not Graduate,No,Semiurban,Single,1.406,0
29,27684.0,189927.0,84,693.0,0.9,0,0.0,Not Graduate,No,Urban,Single,0.98,0
49,58658.0,195077.0,180,826.0,6.0,1,1.0,Graduate,No,Urban,Single,0.222,0
34,62137.0,213297.0,12,687.0,13.1,0,,Not Graduate,No,Rural,Married,3.0,0
42,47126.0,109339.0,12,517.0,2.4,0,3.0,Graduate,Yes,Semiurban,Married,2.32,0
31,68883.0,20000.0,12,520.0,1.4,1,0.0,Not Graduate,No,Urban,Single,0.29,0
43,40610.0,209331.0,120,763.0,4.0,0,0.0,Graduate,Yes,Urban,Married,0.515,1
21,35154.0,184490.0,24,578.0,8.0,3,1.0,Graduate,No,Semiurban,Married,2.624,0
57,78334.0,99177.0,12,511.0,0.0,3,1.0,Not Graduate,No,Semiurban,Single,1.266,0
41,78438.0,194395.0,120,740.0,5.0,2,2.0,Graduate,No,Urban,Married,0.248,1
46,41044.0,34113.0,24,607.0,4.5,2,1.0,Not Graduate,No,Semiurban,Married,0.416,0
56,92815.0,232419.0,120,735.0,1.9,1,0.0,Graduate,No,Urban,Married,0.25,0
43,48684.0,123310.0,240,568.0,3.0,3,0.0,Graduate,No,Rural,Married,0.127,0
21,56865.0,83686.0,24,783.0,1.4,0,3.0,Graduate,Yes,Urban,Single,0.736,0
35,53138.0,100264.0,360,728.0,7.8,3,0.0,Not Graduate,No,Semiurban,Married,0.063,0
41,66523.0,131481.0,240,585.0,5.0,0,0.0,Graduate,No,Semiurban,Single,0.099,1
29,60971.0,149039.0,12,501.0,3.8,3,1.0,Graduate,No,Urban,Single,2.444,1
29,60675.0,153862.0,180,857.0,2.5,1,0.0,Graduate,No,Semiurban,Married,0.169,1
30,32570.0,115631.0,120,631.0,1.7,2,1.0,Not Graduate,No,Urban,Married,0.355,1
46,17852.0,166019.0,120,581.0,8.7,1,2.0,Graduate,No,Semiurban,Married,0.93,0
55,80128.0,150662.0,120,775.0,3.0,1,2.0,Graduate,No,Semiurban,Single,0.188,1
45,43000.0,98194.0,120,735.0,3.5,1,2.0,Not Graduate,No,Urban,Married,0.228,0
46,53921.0,86145.0,180,756.0,3.7,1,0.0,Not Graduate,No,Urban,Single,0.107,0
31,62190.0,198669.0,36,641.0,3.0,1,1.0,Graduate,No,Rural,Married,1.065,0
58,90838.0,191946.0,120,819.0,1.5,0,0.0,Graduate,No,Urban,Married,0.211,1
22,58550.0,154571.0,36,532.0,0.6,0,0.0,Graduate,No,Semiurban,Single,0.88,0
27,46314.0,223936.0,180,600.0,0.5,1,1.0,Graduate,No,Urban,Married,0.322,0
38,43482.0,20000.0,180,685.0,7.1,3,0.0,Graduate,No,Rural,Single,0.031,0
47,54178.0,104848.0,240,755.0,1.3,4,2.0,Graduate,No,Semiurban,Married,0.097,1
54,34994.0,57495.0,24,710.0,0.3,0,2.0,Graduate,No,Semiurban,Single,0.821,1
47,55635.0,330502.0,360,643.0,8.0,1,3.0,Graduate,No,Urban,Single,0.198,1
37,53856.0,207058.0,84,607.0,0.8,1,2.0,Graduate,No,Urban,Single,0.549,0
44,91114.0,143675.0,360,756.0,4.9,1,0.0,Graduate,No,Urban,Married,0.053,1
45,53161.0,212799.0,84,719.0,2.1,0,1.0,Graduate,No,Urban,Married,0.572,0
27,15000.0,239302.0,180,571.0,0.7,3,0.0,Not Graduate,No,Semiurban,Married,1.064,0
26,113817.0,238451.0,360,569.0,2.7,4,1.0,Graduate,No,Semiurban,Married,0.07,0
44,76050.0,223736.0,60,601.0,0.1,2,0.0,Graduate,Yes,Urban,Married,0.588,0
53,100812.0,128997.0,24,589.0,9.2,3,0.0,Graduate,No,Semiurban,Married,0.64,0
49,29539.0,109891.0,360,743.0,3.6,3,1.0,Graduate,,Urban,Married,0.124,1
42,50120.0,73025.0,24,689.0,0.7,3,2.0,Not Graduate,No,Urban,Single,0.729,0
46,69837.0,190196.0,36,700.0,1.4,1,,Graduate,No,Rural,Single,0.908,0
48,66801.0,137285.0,24,667.0,3.0,0,1.0,Graduate,No,Semiurban,Single,1.028,1
41,61753.0,116522.0,36,671.0,1.0,0,1.0,Graduate,No,Semiurban,Married,0.629,1
27,15000.0,112347.0,120,508.0,1.6,0,1.0,Not Graduate,No,Urban,Married,0.749,0
37,17326.0,266015.0,36,721.0,3.8,1,2.0,Graduate,Yes,Urban,Married,3.0,0
40,88385.0,226214.0,240,599.0,8.9,0,0.0,Graduate,No,Urban,Married,0.128,1
40,92297.0,296432.0,120,647.0,2.6,0,2.0,Graduate,No,Rural,Married,0.321,1
42,52654.0,192321.0,180,607.0,6.3,1,1.0,Graduate,,Semiurban,Single,0.244,1
48,85589.0,154556.0,12,663.0,10.5,1,0.0,Graduate,No,Urban,Married,1.806,0
27,32489.0,147968.0,36,702.0,1.2,4,,Graduate,Yes,Rural,Married,1.518,0
21,37523.0,68376.0,36,559.0,8.2,1,0.0,Graduate,No,Semiurban,Married,0.607,1
52,30750.0,49086.0,24,673.0,7.1,1,1.0,Graduate,Yes,Rural,Married,0.798,0
33,36302.0,190587.0,180,610.0,2.2,1,2.0,Graduate,Yes,Urban,Married,0.35,1
50,70899.0,75226.0,360,769.0,22.8,1,0.0,Graduate,No,Urban,Married,0.035,1
43,36028.0,166917.0,60,550.0,1.5,2,1.0,Graduate,No,Urban,Married,0.927,0
39,104274.0,239237.0,84,560.0,1.5,2,4.0,Graduate,No,Urban,Married,0.328,1
52,65122.0,96764.0,36,618.0,7.4,3,0.0,Graduate,No,Rural,Married,0.495,0
50,78860.0,310839.0,360,567.0,2.9,0,0.0,Not Graduate,No,Semiurban,Married,0.131,1
49,65779.0,70744.0,60,630.0,2.0,0,0.0,Graduate,No,Semiurban,Married,0.215,0
49,81714.0,229216.0,84,602.0,1.0,2,2.0,Graduate,No,Rural,Married,0.401,0
50,35904.0,183980.0,12,658.0,7.2,2,2.0,Graduate,No,Urban,Single,3.0,0
36,86833.0,245528.0,24,741.0,7.7,0,1.0,Graduate,No,Rural,Married,1.414,0
39,58101.0,60704.0,360,656.0,4.2,0,4.0,Graduate,No,Rural,Married,0.035,1
38,81604.0,334562.0,24,665.0,15.8,1,2.0,Graduate,No,Semiurban,Single,2.05,0
21,23330.0,135698.0,84,555.0,1.9,2,0.0,Graduate,No,Urban,Married,0.831,0
34,58973.0,204132.0,240,638.0,1.2,0,2.0,Not Graduate,Yes,Semiurban,Single,0.173,0
22,58195.0,265559.0,36,612.0,5.7,0,0.0,Graduate,No,Urban,Single,1.521,1
48,41377.0,101627.0,120,711.0,7.1,1,2.0,Graduate,Yes,Rural,Married,0.246,0
50,61889.0,216058.0,60,581.0,1.3,0,0.0,Not Graduate,No,Urban,Single,0.698,0
58,88871.0,88282.0,180,573.0,0.4,2,2.0,Graduate,No,Semiurban,Married,0.066,1
24,39685.0,261757.0,36,679.0,8.3,3,0.0,Not Graduate,No,Semiurban,Married,2.199,0
21,76161.0,89186.0,120,828.0,18.8,1,3.0,Graduate,No,Urban,Single,0.117,1
28,30197.0,153081.0,360,634.0,5.2,2,0.0,Graduate,No,Urban,Single,0.169,1
49,101408.0,174490.0,12,665.0,1.6,1,2.0,Graduate,No,Urban,Single,1.721,0
59,72261.0,212744.0,36,735.0,28.5,0,0.0,Not Graduate,No,Semiurban,Married,0.981,1
23,92953.0,307478.0,24,696.0,11.2,0,3.0,Not Graduate,No,Rural,Married,1.654,0
52,69785.0,113842.0,240,696.0,3.6,1,2.0,Graduate,Yes,Urban,Married,0.082,1
30,63593.0,241099.0,180,641.0,8.7,0,0.0,Graduate,No,Rural,Married,0.253,0
30,72445.0,307621.0,24,643.0,8.5,0,4.0,Graduate,No,Urban,Single,2.123,0
39,51998.0,163259.0,120,582.0,13.7,0,1.0,Graduate,No,Semiurban,Married,0.314,1
54,19408.0,105989.0,36,694.0,9.2,0,2.0,Not Graduate,Yes,Rural,Married,1.82,0
53,64843.0,20000.0,240,692.0,5.2,0,2.0,Graduate,No,Urban,Married,0.015,1
43,38379.0,300662.0,36,715.0,4.7,1,0.0,Graduate,No,Rural,Married,2.611,0
48,30763.0,130444.0,360,606.0,3.1,0,4.0,Not Graduate,No,Semiurban,Single,0.141,0
52,68998.0,69891.0,12,725.0,4.9,2,0.0,Not Graduate,No,Urban,Married,1.013,0
27,48860.0,41334.0,84,752.0,7.9,0,0.0,Graduate,,Rural,Single,0.121,1
49,77609.0,69743.0,36,541.0,17.4,1,3.0,Graduate,No,Urban,Married,0.3,1
28,37643.0,223576.0,120,623.0,3.1,0,2.0,Not Graduate,No,Urban,Married,0.594,0
21,44642.0,234629.0,24,756.0,4.3,0,0.0,Graduate,No,Semiurban,Single,2.628,0
23,80307.0,202170.0,360,592.0,2.9,0,0.0,Graduate,No,Rural,Married,0.084,0
44,61157.0,160587.0,120,698.0,5.5,3,2.0,Graduate,No,Rural,Married,0.263,1
43,22499.0,50358.0,180,651.0,5.0,1,0.0,Not Graduate,No,Urban,Single,0.149,0
28,60671.0,91605.0,84,680.0,0.1,1,3.0,Graduate,No,Rural,Married,0.216,0
57,87587.0,61470.0,360,654.0,3.9,2,2.0,Graduate,No,Semiurban,Married,0.023,1
23,44471.0,195826.0,12,717.0,0.5,2,0.0,Graduate,No,Rural,Single,3.0,0
53,68157.0,64935.0,84,558.0,0.1,0,1.0,Not Graduate,Yes,Urban,Single,0.136,0
48,36313.0,92860.0,120,568.0,7.8,3,1.0,Graduate,No,Semiurban,Married,0.256,1
28,51991.0,135321.0,180,782.0,1.5,0,1.0,Not Graduate,No,Rural,Single,0.174,0
54,78976.0,20000.0,60,839.0,2.1,1,2.0,Graduate,No,Semiurban,Married,0.051,1
55,59823.0,153742.0,12,650.0,0.3,2,4.0,Not Graduate,No,Rural,Married,2.57,0
52,83364.0,141428.0,240,804.0,1.0,1,1.0,Not Graduate,No,Urban,Married,0.085,1
44,64357.0,244737.0,60,581.0,7.3,0,1.0,Not Graduate,No,Urban,Single,0.761,0
34,103812.0,84411.0,36,602.0,,3,0.0,Not Graduate,No,Rural,Married,0.271,0
52,20572.0,46064.0,180,781.0,10.6,0,2.0,Graduate,No,Rural,Married,0.149,1
36,50222.0,120075.0,24,722.0,2.5,3,2.0,Graduate,No,Urban,Married,1.195,0
24,31140.0,62153.0,240,795.0,1.6,2,2.0,Not Graduate,No,Urban,Single,0.1,0
57,32643.0,153132.0,120,692.0,2.1,1,0.0,Not Graduate,No,Rural,Married,0.469,0
41,32842.0,20000.0,180,559.0,,0,3.0,Graduate,Yes,Rural,Married,0.041,0
34,58690.0,101572.0,84,670.0,4.0,0,0.0,Graduate,Yes,Semiurban,Single,0.247,0
51,59979.0,75730.0,360,758.0,11.7,3,2.0,Graduate,No,Semiurban,Married,0.042,1
38,64404.0,195421.0,84,638.0,4.6,2,2.0,Graduate,No,Rural,Married,0.433,1
27,30293.0,85155.0,84,624.0,3.4,1,2.0,Graduate,Yes,Urban,Married,0.402,0
30,47867.0,20000.0,36,694.0,7.7,0,1.0,Not Graduate,No,Rural,Single,0.139,0
27,33786.0,133854.0,12,600.0,14.7,0,2.0,Graduate,No,Urban,Single,3.0,0
53,75589.0,175591.0,24,677.0,2.2,2,0.0,Graduate,No,Semiurban,Married,1.161,0
43,35854.0,128304.0,240,656.0,1.4,3,2.0,Graduate,No,Semiurban,Married,0.179,0
41,50298.0,101094.0,12,606.0,4.8,2,0.0,Graduate,No,Semiurban,Married,2.01,0
39,67327.0,96275.0,180,738.0,3.5,1,1.0,Graduate,No,Semiurban,Married,0.095,1
39,41456.0,159036.0,84,708.0,22.6,0,0.0,Graduate,Yes,Rural,Single,0.548,1
56,70265.0,78844.0,36,618.0,3.1,1,3.0,Graduate,No,Semiurban,Married,0.374,1
49,90114.0,123721.0,180,649.0,,1,1.0,Graduate,No,Rural,Single,0.092,1
38,59174.0,210036.0,360,626.0,18.9,0,2.0,Graduate,No,Urban,Single,0.118,1
22,74835.0,45894.0,24,593.0,9.3,0,2.0,Graduate,No,Rural,Single,0.307,0
21,15000.0,146507.0,240,497.0,1.0,2,3.0,Graduate,Yes,Urban,Single,0.488,1
25,45561.0,20000.0,360,606.0,11.7,0,0.0,Graduate,No,Urban,Married,0.015,1
40,59068.0,168234.0,36,594.0,2.1,1,2.0,Not Graduate,No,Urban,Married,0.949,0
31,31835.0,71695.0,24,660.0,2.4,1,1.0,Graduate,No,Semiurban,Single,1.126,0
22,59568.0,231567.0,180,690.0,11.8,3,0.0,Graduate,No,Rural,Single,0.259,1
23,78319.0,31844.0,84,578.0,3.8,0,0.0,Graduate,Yes,Semiurban,Married,0.058,1
43,15000.0,185366.0,84,684.0,0.7,0,0.0,Not Graduate,Yes,Urban,Single,1.765,1
32,28840.0,247690.0,84,564.0,2.3,2,0.0,Graduate,Yes,Urban,Married,1.227,0
40,59066.0,67545.0,60,639.0,6.4,2,1.0,Graduate,No,Semiurban,Married,0.229,1
25,65129.0,81049.0,84,596.0,1.0,1,0.0,Graduate,No,Urban,Married,0.178,0
57,71238.0,74464.0,60,717.0,4.5,0,1.0,Graduate,No,Semiurban,Single,0.209,0
58,57440.0,111131.0,120,661.0,5.9,1,0.0,Graduate,No,Semiurban,Married,0.193,1
50,65153.0,191394.0,60,640.0,2.1,0,0.0,Graduate,No,Rural,Married,0.588,0
29,74877.0,104600.0,24,594.0,5.9,0,3.0,Not Graduate,No,Semiurban,Single,0.698,1
54,45882.0,60323.0,360,620.0,10.8,0,1.0,Graduate,,Urban,Single,0.044,0
55,41611.0,20000.0,24,815.0,3.2,0,0.0,Graduate,No,Rural,Single,0.24,0
42,51293.0,278156.0,360,605.0,2.4,1,1.0,Graduate,No,Rural,Married,0.181,0
44,59389.0,284440.0,120,693.0,1.4,3,0.0,Not Graduate,Yes,Rural,Married,0.479,0
37,40518.0,194819.0,360,640.0,4.6,1,0.0,Graduate,Yes,Urban,Married,0.16,0
30,46337.0,85169.0,360,691.0,10.6,2,0.0,Graduate,No,Semiurban,Single,0.061,1
50,63749.0,209816.0,36,725.0,2.0,1,4.0,Graduate,No,Rural,Married,1.097,0
43,58471.0,225897.0,12,618.0,2.5,1,2.0,Graduate,No,Urban,Married,3.0,0
52,50923.0,129660.0,12,714.0,2.6,1,2.0,Not Graduate,No,Semiurban,Single,2.546,0
37,16696.0,153309.0,36,898.0,4.1,1,4.0,Not Graduate,No,Urban,Married,3.0,0
37,54923.0,248541.0,84,701.0,,1,4.0,Graduate,No,Semiurban,Single,0.646,0
34,33660.0,20000.0,36,795.0,8.6,0,2.0,Graduate,Yes,Rural,Married,0.198,1
29,76628.0,229874.0,360,693.0,1.8,1,2.0,Graduate,No,Semiurban,Married,0.1,1
22,48208.0,125268.0,360,566.0,6.1,3,0.0,Graduate,No,Rural,Married,0.087,1
45,33083.0,60994.0,36,675.0,3.6,2,0.0,Graduate,No,Semiurban,Single,0.615,0
